,article,category
3979,Tajikistan,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
3980,Talc,['subject.Geography.Mineralogy']
3981,Tamarind,['subject.Science.Biology.Organisms']
3982,Tamil_language,['subject.Language_and_literature.Languages']
3983,Tamil_people,['subject.Geography.Peoples']
3984,Tank,['subject.History.Military_History_and_War']
3985,Tansy,['subject.Science.Biology.Plants']
3986,Tantalum,['subject.Science.Chemistry.Chemical_elements']
3987,Tanzania,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3988,Tao_Te_Ching,['subject.Religion.Philosophy']
3989,Taoism,['subject.Religion.Philosophy']
3990,Tarragon,['subject.Science.Biology.Plants']
3991,Tashkent,['subject.Geography.Geography_of_Asia']
3992,Tasmanian_Devil,['subject.Science.Biology.Mammals']
3993,Tawny_Owl,['subject.Science.Biology.Birds']
3994,Tay-Sachs_disease,['subject.Science.Biology.Health_and_medicine']
3995,Tay_Rail_Bridge,['subject.Design_and_Technology.Railway_transport']
3996,TeX,['subject.IT.Software']
3997,Tea,['subject.Everyday_life.Drink']
3998,Technetium,['subject.Science.Chemistry.Chemical_elements']
3999,Technology,['subject.Language_and_literature.Linguistics']
4000,Tehran,['subject.Geography.Geography_of_the_Middle_East']
4001,Tel_Aviv,['subject.Geography.Geography_of_the_Middle_East']
4002,Telecommunication,['subject.Design_and_Technology.Engineering']
4003,Telephone,['subject.Design_and_Technology.Engineering']
4004,Telephone_exchange,['subject.Design_and_Technology.Engineering']
4005,Telescope,['subject.Design_and_Technology.Engineering']
4006,Television,"['subject.Design_and_Technology.Engineering', 'subject.Everyday_life.Television']"
4007,Tellurium,['subject.Science.Chemistry.Chemical_elements']
4008,Temperate,['subject.Science.Physics.General_Physics']
4009,Temple_of_Artemis,['subject.History.Ancient_History_Classical_History_and_Mythology']
4010,Templon,['subject.Design_and_Technology.Architecture']
4011,Tennis,['subject.Everyday_life.Sports']
4012,Tennis_Masters_Cup,['subject.Everyday_life.Sports_events']
4013,"Tenzin_Gyatso,_14th_Dalai_Lama",['subject.People.Religious_figures_and_leaders']
4014,Tenzing_Norgay,['subject.People.Geographers_and_explorers']
4015,Terbium,['subject.Science.Chemistry.Chemical_elements']
4016,Terik,['subject.Geography.African_Geography']
4017,Tern,['subject.Science.Biology.Birds']
4018,Terrorism,['subject.Citizenship.Politics_and_government']
4019,Textile,['subject.Art.Art']
4020,Thailand,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
4021,Thalassemia,['subject.Science.Biology.Health_and_medicine']
4022,Thallium,['subject.Science.Chemistry.Chemical_elements']
4023,The_Absent-Minded_Beggar,['subject.Language_and_literature.Poetry_and_Opera']
4024,The_Adventures_of_Tintin,['subject.Everyday_life.Cartoons']
4025,The_Anarchy,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
4026,The_Ashes,['subject.Everyday_life.Sports_events']
4027,The_Bahamas,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
4028,The_Beano,['subject.Everyday_life.Cartoons']
4029,The_Beatles,['subject.Music.Performers_and_composers']
4030,The_Beatles_discography,['subject.Music.Musical_Recordings_and_compositions']
4031,The_Blitz,['subject.History.British_History.British_History_Post_1900']
4032,The_Broads,['subject.Geography.Geography_of_Great_Britain']
4033,The_Brothers_Karamazov,['subject.Language_and_literature.Novels']
4034,The_Canadian,['subject.Design_and_Technology.Railway_transport']
4035,The_Cantos,['subject.Language_and_literature.Poetry_and_Opera']
4036,The_Cat_in_the_Hat,['subject.Language_and_literature.General_Literature']
4037,The_Catcher_in_the_Rye,['subject.Language_and_literature.Novels']
4038,The_Catlins,['subject.Geography.Geography_of_Oceania_Australasia']
4039,"The_Championships,_Wimbledon",['subject.Everyday_life.Sports_events']
4040,The_Children's_Machine,['subject.IT.Computing_hardware_and_infrastructure']
4041,The_Count_of_Monte_Cristo,['subject.Language_and_literature.Novels']
4042,The_Country_Wife,['subject.Language_and_literature.Theatre']
4043,The_Curious_Incident_of_the_Dog_in_the_Night-time,['subject.Language_and_literature.Novels']
4044,The_Dandy,['subject.Everyday_life.Cartoons']
4045,The_Fairy-Queen,['subject.Language_and_literature.Poetry_and_Opera']
4046,The_Famous_Five_(characters),['subject.Language_and_literature.General_Literature']
4047,The_Fens,['subject.Geography.Geography_of_Great_Britain']
4048,The_Frogs,['subject.Language_and_literature.Theatre']
4049,The_Gambia,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
4050,The_Godfather,['subject.Everyday_life.Films']
4051,The_Great_Exhibition,['subject.History.British_History.British_History_17501900']
4052,The_Hague,['subject.Geography.European_Geography']
4053,The_Hitchhiker's_Guide_to_the_Galaxy,['subject.Language_and_literature.Novels']
4054,The_Hobbit,['subject.Language_and_literature.Novels']
4055,The_Holocaust,['subject.History.World_War_II']
4056,The_Illuminatus!_Trilogy,['subject.Language_and_literature.General_Literature']
4057,The_Importance_of_Being_Earnest,['subject.Language_and_literature.Theatre']
4058,The_Iron_Bridge,"['subject.Geography.Geography_of_Great_Britain', 'subject.Design_and_Technology.Road_transport']"
4059,The_King's_Regiment_(Liverpool),['subject.History.Military_History_and_War']
4060,The_Last_Supper_(Leonardo),['subject.Art.Art']
4061,The_Legend_of_Zelda_series,['subject.Everyday_life.Computer_and_Video_games']
4062,"The_Lion,_the_Witch_and_the_Wardrobe",['subject.Language_and_literature.Novels']
4063,The_Lion_King,['subject.Everyday_life.Films']
4064,The_Lorax,['subject.Language_and_literature.Novels']
4065,The_Lord_of_the_Rings,['subject.Language_and_literature.Novels']
4066,The_Lord_of_the_Rings_film_trilogy,['subject.Everyday_life.Films']
4067,The_Magic_Flute,['subject.Language_and_literature.Poetry_and_Opera']
4068,The_Marriage_of_Figaro,['subject.Language_and_literature.Poetry_and_Opera']
4069,The_Merchant_of_Venice,['subject.Language_and_literature.Theatre']
4070,The_Mismeasure_of_Man,"['subject.Science.Biology.Evolution_and_reproduction', 'subject.Science.Biology.General_Biology']"
4071,The_Old_Man_and_the_Sea,['subject.Language_and_literature.Novels']
4072,The_Origin_of_Species,['subject.Science.Biology.Evolution_and_reproduction']
4073,The_Oz_books,['subject.Language_and_literature.Novels']
4074,The_Picture_of_Dorian_Gray,['subject.Language_and_literature.Novels']
4075,The_Pilgrim's_Progress,['subject.Language_and_literature.Novels']
4076,The_Quatermass_Experiment,['subject.Everyday_life.Television']
4077,The_Relapse,['subject.Language_and_literature.Theatre']
4078,The_Rime_of_the_Ancient_Mariner,['subject.Language_and_literature.Poetry_and_Opera']
4079,The_Rite_of_Spring,['subject.Music.Musical_Recordings_and_compositions']
4080,The_Rolling_Stones,['subject.Music.Performers_and_composers']
4081,The_Seagull,['subject.Language_and_literature.Theatre']
4082,The_Shawshank_Redemption,['subject.Everyday_life.Films']
4083,The_Simpsons,"['subject.Everyday_life.Cartoons', 'subject.Everyday_life.Television']"
4084,The_Smiths,['subject.Music.Performers_and_composers']
4085,The_Supremes,['subject.Music.Performers_and_composers']
4086,The_Temptations,['subject.Music.Performers_and_composers']
4087,The_Wall_Street_Journal,['subject.Citizenship.Media']
4088,The_Waste_Land,['subject.Language_and_literature.Poetry_and_Opera']
4089,The_West_Wing_(TV_series),['subject.Everyday_life.Television']
4090,The_X-Files,['subject.Everyday_life.Television']
4091,Theatre,"['subject.Language_and_literature.Literature_types', 'subject.Language_and_literature.Theatre']"
4092,"Theatre_Royal,_Drury_Lane","['subject.Design_and_Technology.Architecture', 'subject.Language_and_literature.Theatre']"
4093,Theatre_in_the_round,['subject.Language_and_literature.Theatre']
4094,Theodore_Roosevelt,['subject.People.USA_Presidents']
4095,Therizinosaurus,['subject.Science.Biology.Dinosaurs']
4096,Thermodynamic_temperature,['subject.Science.Physics.General_Physics']
4097,Thermodynamics,['subject.Science.Physics.General_Physics']
4098,Theropoda,['subject.Science.Biology.Dinosaurs']
4099,Theta,['subject.Language_and_literature.Linguistics']
4100,Thiamine,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Chemistry.General_Chemistry']"
4101,Third_Servile_War,"['subject.History.Ancient_History_Classical_History_and_Mythology', 'subject.History.Military_History_and_War']"
4102,Thomas_Aquinas,['subject.People.Religious_figures_and_leaders']
4103,Thomas_Becket,['subject.People.Religious_figures_and_leaders']
4104,Thomas_Cranmer,['subject.People.Religious_figures_and_leaders']
4105,Thomas_Edison,['subject.People.Engineers_and_inventors']
4106,Thomas_Gainsborough,['subject.People.Artists']
4107,Thomas_Hobbes,['subject.People.Philosophers']
4108,Thomas_Jefferson,['subject.People.USA_Presidents']
4109,Thomas_Malthus,"['subject.Business_Studies.Economics', 'subject.People.Historical_figures']"
4110,Thomas_More,['subject.People.Religious_figures_and_leaders']
4111,Thomas_Pynchon,['subject.People.Writers_and_critics']
4112,Thomas_Samuel_Kuhn,['subject.People.Philosophers']
4113,Thor,['subject.Religion.Divinities']
4114,Thorax,['subject.Science.Biology.General_Biology']
4115,Thorium,['subject.Science.Chemistry.Chemical_elements']
4116,Thrasybulus,['subject.People.Military_People']
4117,Three_Gorges_Dam,['subject.Design_and_Technology.Engineering']
4118,Three_Laws_of_Robotics,['subject.Language_and_literature.General_Literature']
4119,Three_Mile_Island_accident,['subject.Design_and_Technology.Engineering']
4120,Thrush_(bird),['subject.Science.Biology.Birds']
4121,Thucydides,['subject.History.Historians_chroniclers_and_history_books']
4122,Thulium,['subject.Science.Chemistry.Chemical_elements']
4123,Thunderstorm,"['subject.Geography.Climate_and_the_Weather', 'subject.Geography.Storms']"
4124,Tiananmen_Square_protests_of_1989,['subject.History.Recent_History']
4125,Tibet,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
4126,Tide,['subject.Geography.Climate_and_the_Weather']
4127,Tiger,['subject.Science.Biology.Mammals']
4128,Tiger_Woods,['subject.People.Sports_and_games_people']
4129,Tiger_shark,['subject.Science.Biology.Insects_Reptiles_and_Fish']
4130,Tigris,['subject.Geography.Geography_of_Asia']
4131,Tijuana,['subject.Geography.North_American_Geography']
4132,Tiktaalik,['subject.Science.Biology.Birds']
4133,Tim_Berners-Lee,['subject.People.Computing_People']
4134,Tim_Henman,['subject.People.Sports_and_games_people']
4135,Timbuktu,['subject.Geography.African_Geography']
4136,Time,['subject.Science.Physics.General_Physics']
4137,Time_zone,"['subject.Geography.General_Geography', 'subject.Science.Physics.General_Physics']"
4138,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,"['subject.Science.Physics.Space_Astronomy', 'subject.Science.Physics.The_Planets']"
4139,Timken_1111,['subject.Design_and_Technology.Railway_transport']
4140,Timur,['subject.People.Historical_figures']
4141,Tin,['subject.Science.Chemistry.Chemical_elements']
4142,Tin(II)_chloride,['subject.Science.Chemistry.Chemical_compounds']
4143,Tin_whistle,['subject.Music.Musical_Instruments']
4144,Tiridates_I_of_Armenia,"['subject.History.General_history', 'subject.People.Historical_figures']"
4145,Titanium,['subject.Science.Chemistry.Chemical_elements']
4146,Titanosauridae,['subject.Science.Biology.Dinosaurs']
4147,To_Kill_a_Mockingbird,['subject.Language_and_literature.Novels']
4148,Tobacco,['subject.Science.Biology.Plants']
4149,Tobacco_smoking,"['subject.Everyday_life.Everyday_life', 'subject.Science.Biology.Health_and_medicine']"
4150,Tofu,['subject.Everyday_life.Food_and_agriculture']
4151,Togo,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
4152,Tokelau,['subject.Geography.Geography_of_Oceania_Australasia']
4153,Tokyo,['subject.Geography.Geography_of_Asia']
4154,Toluene,['subject.Science.Chemistry.Chemical_compounds']
4155,Tom_and_Jerry_(MGM),['subject.Everyday_life.Cartoons']
4156,Tone_cluster,['subject.Music.Musical_genres_styles_eras_and_events']
4157,Tonga,"['subject.Countries', 'subject.Geography.Geography_of_Oceania_Australasia']"
4158,Tony_Blair,['subject.People.Political_People']
4159,Tooth_development,['subject.Science.Biology.Health_and_medicine']
4160,Tooth_enamel,['subject.Science.Biology.Health_and_medicine']
4161,Top_of_the_Pops,['subject.Everyday_life.Television']
4162,Topology,['subject.Mathematics']
4163,Toraja,['subject.Geography.Peoples']
4164,Tornado,['subject.Geography.Climate_and_the_Weather']
4165,Toronto,['subject.Geography.North_American_Geography']
4166,Tottenham_Hotspur_F.C.,['subject.Everyday_life.Sports_teams']
4167,Tour_de_France,['subject.Everyday_life.Sports_events']
4168,Tourette_syndrome,['subject.Science.Biology.Health_and_medicine']
4169,Tourism,['subject.Business_Studies.Business']
4170,Tower_Bridge,['subject.Design_and_Technology.Engineering']
4171,Tower_of_London,['subject.Design_and_Technology.Architecture']
4172,Toy,['subject.Everyday_life.Everyday_life']
4173,Toy_Story,['subject.Everyday_life.Films']
4174,Trabancos_River,['subject.Geography.European_Geography']
4175,Trade_and_usage_of_saffron,['subject.Science.Biology.Plants']
4176,Trade_union,"['subject.Citizenship.Community_organisations', 'subject.Citizenship.Politics_and_government']"
4177,Trafalgar_Square,['subject.Geography.Geography_of_Great_Britain']
4178,Train,['subject.Design_and_Technology.Railway_transport']
4179,Trans-Siberian_Railway,['subject.Design_and_Technology.Railway_transport']
4180,Transit_of_Venus,['subject.Science.Physics.Space_Astronomy']
4181,Transport,['subject.Design_and_Technology.Engineering']
4182,Trapdoor_spider,['subject.Science.Biology.Insects_Reptiles_and_Fish']
4183,Treasure_Island,['subject.Language_and_literature.Novels']
4184,Treaty_of_Devol,['subject.History.General_history']
4185,Treaty_of_Versailles,['subject.History.British_History.British_History_Post_1900']
4186,Tree,['subject.Science.Biology.Plants']
4187,Tree_Sparrow,['subject.Science.Biology.Birds']
4188,Tree_frog,['subject.Science.Biology.Organisms']
4189,Treecreeper,['subject.Science.Biology.Birds']
4190,Trench_warfare,['subject.History.Military_History_and_War']
4191,Triassic,['subject.Geography.Geology_and_geophysics']
4192,Triathlon,['subject.Everyday_life.Sports']
4193,Tribe,['subject.Citizenship.Culture_and_Diversity']
4194,Triceratops,['subject.Science.Biology.Dinosaurs']
4195,Trichinosis,['subject.Science.Biology.Health_and_medicine']
4196,Triggerplant,['subject.Science.Biology.Plants']
4197,Trigonometric_function,['subject.Mathematics']
4198,Trigonometry,['subject.Mathematics']
4199,Trimurti,['subject.Religion.Divinities']
4200,Trinidad_and_Tobago,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
4201,Trinity,['subject.Religion.Divinities']
4202,"Trinity_College,_Cambridge",['subject.Citizenship.Education']
4203,Trinity_test,['subject.History.Military_History_and_War']
4204,Tripitaka,['subject.Religion.Religious_texts']
4205,Tripoli,"['subject.Geography.African_Geography', 'subject.Geography.Geography_of_the_Middle_East']"
